

"Title","Authors","Number of Authors","Scopus Author Ids","Year","Scopus Source title","Field-Weighted View Impact","Views","Citations","Field-Weighted Citation Impact","Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile","Reference","Abstract","DOI","Publication type","EID","Institutions","Scopus Affiliation IDs","Scopus Affiliation names","Country/Region","All Science Journal Classification (ASJC) code","All Science Journal Classification (ASJC) field name","Topic Cluster name","Topic Cluster number","Topic name","Topic number","Topic Cluster Prominence Percentile","Topic Prominence Percentile"
"Oxidative dimerization of alcohols in the presence of nitroxyl radical–iodine catalytic system","Kashparova, V.P.| Kashparov, I.S.| Zhukova, I.Y.| Astakhov, A.V.| Ilchibaeva, I.B.| Kagan, E.S.","6","6506808902| 57218620086| 7004430888| 13907465700| 57192425326| 7005040871","2016","Russian Journal of General Chemistry","1.2","31","4","0.24","45","61","Kashparova, V.P., Kashparov, I.S., Zhukova, I.Y. and 3 more (...) (2016).Oxidative dimerization of alcohols in the presence of nitroxyl radical–iodine catalytic system. Russian Journal of General Chemistry,86(11) 2423-2426","https://www.scopus.com/record/display.url?eid=2-s2.0-85006482199&origin=resultslist","10.1134/S1070363216110049","Article","2-s2.0-85006482199","Platov South-Russian State Polytechnic University| Don State Technical University","60070958| 60018011","Platov South-Russian State Polytechnic University (NPI)| Don State Technical University","Russian Federation","1600","General Chemistry","Electron Spin Resonance Spectroscopy,Paramagnetic Resonance,Spin Labels","1284","TEMPO,Nitroxyl,Alcohol Derivative","25026","25.167","90.119"
"Experimental research the human body impedance in the chest area depending the frequency of the injected current","Aleksanyan, G.K.| Shcherbakov, I.D.| Kucher, A.I.| Demyanov, V.V.","4","56521402600| 57193896585| 56938296400| 57201832975","2017","Journal of Engineering and Applied Sciences","1.38","28","4","0.73","41","38","Aleksanyan, G.K., Shcherbakov, I.D., Kucher, A.I. and 1 more (...) (2017).Experimental research the human body impedance in the chest area depending the frequency of the injected current. Journal of Engineering and Applied Sciences,12(8) 2129-2137","https://www.scopus.com/record/display.url?eid=2-s2.0-85021847392&origin=resultslist","10.3923/jeasci.2017.2129.2137","Article","2-s2.0-85021847392","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2200","General Engineering","Tomography,Electric Impedance Tomography,Electric Impedance Measurement","1055","Computer Assisted Impedance Tomography,Harmonic Balance,Magnets","97403","39.491","46.042"
"Synthesis of Co3O4/CoOOH via electrochemical dispersion using a pulse alternating current method for lithium-ion batteries and supercapacitors","Chernysheva, D.| Vlaic, C.| Leontyev, I.| Pudova, L.| Ivanov, S.| Avramenko, M.| Allix, M.| Rakhmatullin, A.| Maslova, O.| Bund, A.| Smirnova, N.","11","55918764100| 36522061600| 17434424100| 57203242974| 55599899800| 55570665400| 12647239000| 8598654500| 25722231300| 55134440000| 16415361500","2018","Solid State Sciences","4.38","97","4","0.42","33","51","Chernysheva, D., Vlaic, C., Leontyev, I. and 8 more (...) (2018).Synthesis of Co3O4/CoOOH via electrochemical dispersion using a pulse alternating current method for lithium-ion batteries and supercapacitors. Solid State Sciences,8653-59","https://www.scopus.com/record/display.url?eid=2-s2.0-85056176247&origin=resultslist","10.1016/j.solidstatesciences.2018.10.005","Article","2-s2.0-85056176247","Platov South-Russian State Polytechnic University| Ilmenau University of Technology| Universidade Federal de Minas Gerais| Université d'Orléans| Southern Federal University| Don State Technical University","60070958| 60018011| 60030040| 60025383| 60029689| 60030074","Platov South-Russian State Polytechnic University (NPI)| Don State Technical University| Technische Universität Ilmenau| Southern Federal University| Universite d'Orleans| Universidade Federal de Minas Gerais","Germany| France| Russian Federation| Brazil","1600| 2500| 3104","General Chemistry| General Materials Science| Condensed Matter Physics","Secondary Batteries,Electric Batteries,Lithium Alloys","30","Cobalt Oxides,Lithium-ion Batteries,Lithium","6887","100","97.609"
"Probabilistic approach to the synthesis of algorithm for solving problems","Mikhaylov, A.A.| Bazuyeva, S.A.","2","56609984100| 56610353800","2015","Modern Applied Science","1.28","29","4","0.23","48","61","Mikhaylov, A.A., Bazuyeva, S.A. (2015).Probabilistic approach to the synthesis of algorithm for solving problems. Modern Applied Science,9(5) 125-132","https://www.scopus.com/record/display.url?eid=2-s2.0-84928689029&origin=resultslist","10.5539/mas.v9n5p125","Article","2-s2.0-84928689029","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","1000","Multidisciplinary","Cytology,Image Segmentation,Medical Imaging","862","Tolperisone,Hopantenate Calcium,Dualization","38304","67.871","61.241"
"Wavelet analysis for fault diagnosis of electrical machines using current signals","Kruglova, T.N.","1","57170357700","2016","2016 2nd International Conference on Industrial Engineering, Applications and Manufacturing, ICIEAM 2016 - Proceedings","1.77","21","4","1.74","45","16","Kruglova, T.N. (2016).Wavelet analysis for fault diagnosis of electrical machines using current signals. 2016 2nd International Conference on Industrial Engineering, Applications and Manufacturing, ICIEAM 2016 - Proceedings,","https://www.scopus.com/record/display.url?eid=2-s2.0-85019226765&origin=resultslist","10.1109/ICIEAM.2016.7911652","Conference Paper","2-s2.0-85019226765","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2209| 2606| 2611","Industrial and Manufacturing Engineering| Control and Optimization| Modeling and Simulation","Failure Analysis,Bearings (Machine Parts),Roller Bearings","670","Fault Diagnosis,Possibility Theory,Vibration Signal","58223","75.502","55.346"
"Modernization of the standards of education and personnel training due to development of industry 4.0 in the conditions of knowledge economy’s formation","Vodenko, K.V.| Komissarova, M.A.| Kulikov, M.M.","3","56669747300| 57000351700| 57209222679","2019","Studies in Systems, Decision and Control","3.1","134","4","3.32","20","7","Vodenko, K.V., Komissarova, M.A., Kulikov, M.M. (2019).Modernization of the standards of education and personnel training due to development of industry 4.0 in the conditions of knowledge economy’s formation. Studies in Systems, Decision and Control,169183-192","https://www.scopus.com/record/display.url?eid=2-s2.0-85051087082&origin=resultslist","10.1007/978-3-319-94310-7_18","Chapter","2-s2.0-85051087082","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","1701| 1801| 2001| 2203| 2207| 2606| 3301","Computer Science (miscellaneous)| Decision Sciences (miscellaneous)| Economics, Econometrics and Finance (miscellaneous)| Automotive Engineering| Control and Systems Engineering| Control and Optimization| Social Sciences (miscellaneous)","Students,Russian,Education","1114","Pedagogical Support,Educational Process,Professional Competence","13419","77.644","99.37"
"One-step Simultaneous Synthesis of Graphene and Pt Nanoparticles under the Action of Pulsed Alternating Current and Electrochemical Performance of Pt/Graphene Catalysts","Kuriganova, A.B.| Leontyev, I.N.| Avramenko, M.V.| Popov, Y.| Maslova, O.A.| Koval, O.Y.| Smirnova, N.V.","7","55217714700| 17434424100| 55570665400| 56017160300| 25722231300| 57200602391| 16415361500","2017","ChemistrySelect","2.39","61","4","0.27","41","60","Kuriganova, A.B., Leontyev, I.N., Avramenko, M.V. and 4 more (...) (2017).One-step Simultaneous Synthesis of Graphene and Pt Nanoparticles under the Action of Pulsed Alternating Current and Electrochemical Performance of Pt/Graphene Catalysts. ChemistrySelect,2(24) 6979-6983","https://www.scopus.com/record/display.url?eid=2-s2.0-85041801187&origin=resultslist","10.1002/slct.201701186","Article","2-s2.0-85041801187","Platov South-Russian State Polytechnic University| Universidade Federal de Minas Gerais| Southern Federal University","60070958| 60025383| 60030074","Platov South-Russian State Polytechnic University (NPI)| Southern Federal University| Universidade Federal de Minas Gerais","Russian Federation| Brazil","1600","General Chemistry","Proton Exchange Membrane Fuel Cells (PEMFC),Electrocatalysts,Electrolytic Reduction","229","Electrocatalysts,Chemical Reduction,Proton Exchange Membrane Fuel Cell (PEMFC)","1820","95.716","99.759"
"Phase composition and properties of building ceramic as a function of the contents of calcium carbonates and iron oxides","Yatsenko, N.D.| Yatsenko, E.A.| Zakarlyuka, S.G.","3","7003473604| 7003335636| 57192873432","2017","Glass and Ceramics (English translation of Steklo i Keramika)","1.02","28","4","0.35","41","55","Yatsenko, N.D., Yatsenko, E.A., Zakarlyuka, S.G. (2017).Phase composition and properties of building ceramic as a function of the contents of calcium carbonates and iron oxides. Glass and Ceramics (English translation of Steklo i Keramika),73(9-10) 319-322","https://www.scopus.com/record/display.url?eid=2-s2.0-85008439816&origin=resultslist","10.1007/s10717-017-9881-8","Article","2-s2.0-85008439816","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2211| 2503| 2505","Mechanics of Materials| Ceramics and Composites| Materials Chemistry","Brick,Clay,Tile","1347","Firing Temperature,Illite,Ceramics Industry","23900","21.218","73.737"
"Investigation of a porous structure formation mechanism of a foamed slag glass based on the glycerol foaming mixture","Yatsenko, E.A.| Goltsman, B.M.| Smoliy, V.A.| Kosarev, A.S.","4","7003335636| 57144398600| 56982971800| 52063459200","2016","Research Journal of Pharmaceutical, Biological and Chemical Sciences","1.39","25","4","0.7","45","39","Yatsenko, E.A., Goltsman, B.M., Smoliy, V.A. and 1 more (...) (2016).Investigation of a porous structure formation mechanism of a foamed slag glass based on the glycerol foaming mixture. Research Journal of Pharmaceutical, Biological and Chemical Sciences,7(5) 1073-1081","https://www.scopus.com/record/display.url?eid=2-s2.0-84987740618&origin=resultslist","-","Article","2-s2.0-84987740618","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","1300| 3000","General Biochemistry,Genetics and Molecular Biology| General Pharmacology, Toxicology and Pharmaceutics","Glass,Glass Ceramics,Silicates","447","Glass Ceramics,Waste Glass,Cathode Ray Tubes","6701","60.107","94.701"
"The Effect of Bismuth on the Structural Perfection and the Luminescent Properties of Thin-Film Elastically Stressed AlxInyGa1–x–yBizSb1–z/GaSb Heterostructures","Alfimova, D.L.| Lunina, M.L.| Lunin, L.S.| Pashchenko, A.S.| Kazakova, A.E.","5","41661061400| 25927301900| 7004378221| 42762051600| 57196022654","2018","Physics of the Solid State","1.89","35","3","0.41","39","52","Alfimova, D.L., Lunina, M.L., Lunin, L.S. and 2 more (...) (2018).The Effect of Bismuth on the Structural Perfection and the Luminescent Properties of Thin-Film Elastically Stressed AlxInyGa1–x–yBizSb1–z/GaSb Heterostructures. Physics of the Solid State,60(7) 1280-1286","https://www.scopus.com/record/display.url?eid=2-s2.0-85050281734&origin=resultslist","10.1134/S1063783418070028","Article","2-s2.0-85050281734","Platov South-Russian State Polytechnic University| Russian Academy of Sciences","60085215| 60021331| 60070958","Southern Scientific Centre, Russian Academy of Sciences| Russian Academy of Sciences| Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2504| 3104","Electronic, Optical and Magnetic Materials| Condensed Matter Physics","Semiconductor Quantum Dots,Semiconductor Quantum Wells,Gallium Arsenide","59","Semiconductor Quantum Wells,Molecular Beam Epitaxy,Gallium Arsenides","19980","81.058","88.87"
"Strategic management of coal mining industry efficiency","Tkacheva, O.| Batashova, A.| Zhukova, I.| Smakhtina, A.| Topchienko, L.","5","56684859000| 56748111200| 56747551400| 56748127300| 56748166900","2015","Asian Social Science","3.37","67","3","1.56","53","18","Tkacheva, O., Batashova, A., Zhukova, I. and 2 more (...) (2015).Strategic management of coal mining industry efficiency. Asian Social Science,11(20) 104-111","https://www.scopus.com/record/display.url?eid=2-s2.0-84938331716&origin=resultslist","10.5539/ass.v11n20p104","Article","2-s2.0-84938331716","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","1200| 2000| 3300","General Arts and Humanities| General Economics,Econometrics and Finance| General Social Sciences","Students,Russian,Education","1114","Import Substitution,Economic Security,Agroindustrial Complex","37995","77.644","94.3"
"Research of binary bat algorithm on example of the discrete optimization task","Mokhov, V.A.| Grinchenkov, D.V.| Spiridonova, I.A.","3","57170097500| 57170803600| 57170206700","2016","2016 2nd International Conference on Industrial Engineering, Applications and Manufacturing, ICIEAM 2016 - Proceedings","1.49","18","3","1.31","50","22","Mokhov, V.A., Grinchenkov, D.V., Spiridonova, I.A. (2016).Research of binary bat algorithm on example of the discrete optimization task. 2016 2nd International Conference on Industrial Engineering, Applications and Manufacturing, ICIEAM 2016 - Proceedings,","https://www.scopus.com/record/display.url?eid=2-s2.0-85019181018&origin=resultslist","10.1109/ICIEAM.2016.7911659","Conference Paper","2-s2.0-85019181018","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2209| 2606| 2611","Industrial and Manufacturing Engineering| Control and Optimization| Modeling and Simulation","Lightning,Lightning Protection,Electric Grounding","1140","Traction,Electric Locomotives,Transport Vehicles","94533","34.605","11.097"
"Full-scale-model tests of reinforced structural elements","Stetsenko, I.A.| Shurygin, D.N.| Grushko, I.S.","3","57170525500| 57190010156| 35519681000","2016","Procedia Engineering","0.87","13","3","1.16","50","25","Stetsenko, I.A., Shurygin, D.N., Grushko, I.S. (2016).Full-scale-model tests of reinforced structural elements. Procedia Engineering,1502392-2398","https://www.scopus.com/record/display.url?eid=2-s2.0-85014013270&origin=resultslist","10.1016/j.proeng.2016.07.310","Conference Paper","2-s2.0-85014013270","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2200","General Engineering","Tomography,Electric Impedance Tomography,Electric Impedance Measurement","1055","Computer Assisted Impedance Tomography,Harmonic Balance,Magnets","97403","39.491","46.042"
"The concept and the principle of the diagnostic observability of the object in problems of monitoring and non-destructive testing","Sedov, A.V.","1","57194213508","2017","IOP Conference Series: Materials Science and Engineering","0.89","15","3","1.23","46","24","Sedov, A.V. (2017).The concept and the principle of the diagnostic observability of the object in problems of monitoring and non-destructive testing. IOP Conference Series: Materials Science and Engineering,177(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85016227891&origin=resultslist","10.1088/1757-899X/177/1/012034","Conference Paper","2-s2.0-85016227891","Platov South-Russian State Polytechnic University| Russian Academy of Sciences","60085215| 60021331| 60070958","Southern Scientific Centre, Russian Academy of Sciences| Russian Academy of Sciences| Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2200| 2500","General Engineering| General Materials Science","Superalloys,Creep,Nickel","817","Superalloys,Nickel Alloys,Pressure Welding","35176","54.217","63.025"
"Methodological Bases of Creation and Development of a New Type of Natural and Technical Systems of Multipurpose Water Use in Urban Areas","Khetsuriani, E.D.| Bondarenko, V.L.| Polyansky, N.A.","3","57194626796| 57197649986| 57209807017","2019","IOP Conference Series: Earth and Environmental Science","1.34","16","3","6.42","25","2","Khetsuriani, E.D., Bondarenko, V.L., Polyansky, N.A. (2019).Methodological Bases of Creation and Development of a New Type of Natural and Technical Systems of Multipurpose Water Use in Urban Areas. IOP Conference Series: Earth and Environmental Science,272(2) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85068755567&origin=resultslist","10.1088/1755-1315/272/2/022225","Conference Paper","2-s2.0-85068755567","Platov South-Russian State Polytechnic University| Don State Agrarian University| Don State Technical University","60070958| 60018011| 60104718","Platov South-Russian State Polytechnic University (NPI)| Don State Technical University| Don State Agrarian University","Russian Federation","1900| 2300","General Earth and Planetary Sciences| General Environmental Science","Glaciers,Holocene,Glacial Geology","103","Subboreal,Younger Dryas,Palynology","25498","90.83","66.844"
"Intellectual Ice Melting System on Wires of Overhead Transmission Lines of Distribution Electric Networks","Levchenko, I.I.| Satsuk, E.I.| Shovkoplyas, S.S.","3","57191169903| 6504794703| 26538810900","2019","Proceedings - 2019 International Russian Automation Conference, RusAutoCon 2019","1.82","15","3","3.45","25","7","Levchenko, I.I., Satsuk, E.I., Shovkoplyas, S.S. (2019).Intellectual Ice Melting System on Wires of Overhead Transmission Lines of Distribution Electric Networks. Proceedings - 2019 International Russian Automation Conference, RusAutoCon 2019,","https://www.scopus.com/record/display.url?eid=2-s2.0-85074235320&origin=resultslist","10.1109/RUSAUTOCON.2019.8867692","Conference Paper","2-s2.0-85074235320","Platov South-Russian State Polytechnic University| North-Caucasus Federal University","60070541| 60070958","North Caucasus Federal University| Platov South-Russian State Polytechnic University (NPI)","Russian Federation","1711| 1712| 2102| 2208| 2213| 2606","Signal Processing| Software| Energy Engineering and Power Technology| Electrical and Electronic Engineering| Safety, Risk, Reliability and Quality| Control and Optimization","Partial Discharges,Insulation,Power Transformers","297","Ice Formation,Flashover,Insulators","9357","74.967","87.096"
"Profitability increase for oil production by diversification of technologies","Tsidaev, B.S.| Logachev, A.V.| Golik, V.I.","3","6508128638| 57200502939| 6602135324","2019","Sustainable Development of Mountain Territories","1.38","28","3","0.88","25","33","Tsidaev, B.S., Logachev, A.V., Golik, V.I. (2019).Profitability increase for oil production by diversification of technologies. Sustainable Development of Mountain Territories,11(1) 98-104","https://www.scopus.com/record/display.url?eid=2-s2.0-85066037748&origin=resultslist","10.21177/1998-4502-2019-11-1-98-104","Article","2-s2.0-85066037748","Platov South-Russian State Polytechnic University| Russian Academy of Sciences","60104414| 60070958| 60021331| 60108642","North Caucasian Mining and Metallurgical Institute| Platov South-Russian State Polytechnic University (NPI)| Russian Academy of Sciences| Vladikavkaz Scientific Centre of the Russian Academy of Sciences","Russian Federation","1901| 2105| 2210| 2308| 3305| 3312","Earth and Planetary Sciences (miscellaneous)| Renewable Energy, Sustainability and the Environment| Mechanical Engineering| Management, Monitoring, Policy and Law| Geography, Planning and Development| Sociology and Political Science","Tailings,Mines,Mining","1082","Ores,Beneficiation,Tailings","51382","33.534","81.449"
"Review of methods for solving inverse problems in identifying permanent magnets of executive elements in dynamic devices","Balaban, A.L.| Bakhvalov, Y.A.| Denisov, P.A.","3","57202387600| 6602071486| 57193878493","2018","MATEC Web of Conferences","0.74","11","3","2.2","39","12","Balaban, A.L., Bakhvalov, Y.A., Denisov, P.A. (2018).Review of methods for solving inverse problems in identifying permanent magnets of executive elements in dynamic devices. MATEC Web of Conferences,226","https://www.scopus.com/record/display.url?eid=2-s2.0-85056555741&origin=resultslist","10.1051/matecconf/201822604022","Conference Paper","2-s2.0-85056555741","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","1600| 2200| 2500","General Chemistry| General Engineering| General Materials Science","Permanent Magnets,Induction Motors,Synchronous Motors","118","Silicon Steel,Punching,Soft Magnetic Materials","23139","86.948","83.95"
"Unexpected formation of novel two-component gels comprising of glycoluril carboxylic acid amides and imidazole: Synthesis and morphology","Baranov, V.V.| Baganova, A.A.| Chikunov, I.E.| Karnoukhova, V.A.| Kravchenko, A.N.","5","56962738400| 57207927154| 9333720000| 56071092400| 7202732145","2019","Tetrahedron Letters","2.66","47","3","0.74","25","37","Baranov, V.V., Baganova, A.A., Chikunov, I.E. and 2 more (...) (2019).Unexpected formation of novel two-component gels comprising of glycoluril carboxylic acid amides and imidazole: Synthesis and morphology. Tetrahedron Letters,60(17) 1174-1178","https://www.scopus.com/record/display.url?eid=2-s2.0-85063292654&origin=resultslist","10.1016/j.tetlet.2019.03.053","Article","2-s2.0-85063292654","Platov South-Russian State Polytechnic University| RAS - Zelinsky Institute of Organic Chemistry| Russian Academy of Sciences| RAS - A.N. Nesmeyanov Institute of Organoelement Compounds| Plekhanov Russian University of Economics","60021331| 60014039| 60070958| 60030978| 60021331| 60030998","Russian Academy of Sciences| N.D. Zelinsky Institute of Organic Chemistry, Russian Academy of Sciences| Platov South-Russian State Polytechnic University (NPI)| A.N.Nesmeyanov Institute of Organoelement Compounds of Russian Academy of Sciences| Russian Academy of Sciences| Plekhanov Russian University of Economics","Russian Federation","1303| 1605| 3002","Biochemistry| Organic Chemistry| Drug Discovery","Phase Equilibria,Binary Mixtures,Equations Of State","135","Glycoluril,Mebikar,Heavy Water","27300","82.463","68.776"
"Development and research of algorithm for determining the BH curve using a single primary measuring converter based on the method of full-scale model tests","Shaykhutdinov, D.| Shurygin, D.| Gorbatenko, N.| Grechikhin, V.| Leukhin, R.| Stetsenko, I.| Oganyan, R.| Bondarenko, V.| Leukhin, V.","9","53664477800| 57190010156| 8715495700| 6603384958| 56826215600| 57170525500| 57189999577| 57190011077| 57190004392","2016","Research Journal of Applied Sciences","2.33","52","3","0.38","50","53","Shaykhutdinov, D., Shurygin, D., Gorbatenko, N. and 6 more (...) (2016).Development and research of algorithm for determining the BH curve using a single primary measuring converter based on the method of full-scale model tests. Research Journal of Applied Sciences,11(8) 628-631","https://www.scopus.com/record/display.url?eid=2-s2.0-84991287557&origin=resultslist","-","Article","2-s2.0-84991287557","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","1600| 2200| 3100","General Chemistry| General Engineering| General Physics and Astronomy","Tomography,Electric Impedance Tomography,Electric Impedance Measurement","1055","Computer Assisted Impedance Tomography,Harmonic Balance,Magnets","97403","39.491","46.042"
"Formal method to design a macro-model of a transport vehicle mechanical system translational motion","Grinchenkov, D.V.| Mokhov, V.A.| Spiridonova, I.A.","3","57170803600| 57170097500| 57170206700","2015","Procedia Engineering","1.21","13","3","1.45","53","20","Grinchenkov, D.V., Mokhov, V.A., Spiridonova, I.A. (2015).Formal method to design a macro-model of a transport vehicle mechanical system translational motion. Procedia Engineering,129362-368","https://www.scopus.com/record/display.url?eid=2-s2.0-84960932568&origin=resultslist","10.1016/j.proeng.2015.12.079","Conference Paper","2-s2.0-84960932568","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2200","General Engineering","Lightning,Lightning Protection,Electric Grounding","1140","Traction,Electric Locomotives,Transport Vehicles","94533","34.605","11.097"
"Cellular Heat Insulation Building Glass Materials Based on Wastes from Thermal Power Plants and Ferrous Metallurgy","Smolii, V.A.| Kosarev, A.S.| Yatsenko, E.A.","3","52063721000| 52063459200| 7003335636","2017","Glass and Ceramics (English translation of Steklo i Keramika)","0.58","16","3","0.26","46","61","Smolii, V.A., Kosarev, A.S., Yatsenko, E.A. (2017).Cellular Heat Insulation Building Glass Materials Based on Wastes from Thermal Power Plants and Ferrous Metallurgy. Glass and Ceramics (English translation of Steklo i Keramika),74(1-2) 52-54","https://www.scopus.com/record/display.url?eid=2-s2.0-85018774324&origin=resultslist","10.1007/s10717-017-9927-y","Article","2-s2.0-85018774324","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2211| 2503| 2505","Mechanics of Materials| Ceramics and Composites| Materials Chemistry","Glass,Glass Ceramics,Silicates","447","Glass Ceramics,Waste Glass,Cathode Ray Tubes","6701","60.107","94.701"
"Zone thermal recrystallization of thin layers from a discrete source","Chebotarev, S.N.| Yatsenko, A.N.| Lozovskii, V.N.| Mohamed, A.A.A.| Erimeev, G.A.","5","36458108000| 57193605051| 56769408000| 57193610811| 57193026237","2017","ARPN Journal of Engineering and Applied Sciences","1.83","37","3","0.54","46","45","Chebotarev, S.N., Yatsenko, A.N., Lozovskii, V.N. and 2 more (...) (2017).Zone thermal recrystallization of thin layers from a discrete source. ARPN Journal of Engineering and Applied Sciences,12(5) 1453-1457","https://www.scopus.com/record/display.url?eid=2-s2.0-85015240929&origin=resultslist","-","Article","2-s2.0-85015240929","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2200","General Engineering","Chemical Sensors,Gas Detectors,Volatile Organic Compounds","1062","Ion Beams,Gallium Arsenides,Growth Substances","73314","73.226","23.332"
"High precision device for diameter rebar control in reinforced concrete products","Ahmedov, S.V.| Stetsenko, I.A.| Grushko, I.S.","3","57170521500| 57170525500| 35519681000","2015","Procedia Engineering","1.81","19","3","0.97","53","30","Ahmedov, S.V., Stetsenko, I.A., Grushko, I.S. (2015).High precision device for diameter rebar control in reinforced concrete products. Procedia Engineering,129754-758","https://www.scopus.com/record/display.url?eid=2-s2.0-84960893319&origin=resultslist","10.1016/j.proeng.2015.12.099","Conference Paper","2-s2.0-84960893319","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2200","General Engineering","Tomography,Electric Impedance Tomography,Electric Impedance Measurement","1055","Computer Assisted Impedance Tomography,Harmonic Balance,Magnets","97403","39.491","46.042"
"Glaze ice melting on overhead power lines with controllable rectifying installations","Levchenko, I.I.| Zasypkin, A.S.| Shovkoplyas, S.S.| Nechepurenko, O.S.","4","57191169903| 6602173548| 26538810900| 57191172103","2016","Russian Electrical Engineering","2.58","42","3","0.22","50","62","Levchenko, I.I., Zasypkin, A.S., Shovkoplyas, S.S. and 1 more (...) (2016).Glaze ice melting on overhead power lines with controllable rectifying installations. Russian Electrical Engineering,87(7) 378-385","https://www.scopus.com/record/display.url?eid=2-s2.0-84987719466&origin=resultslist","10.3103/S1068371216070051","Article","2-s2.0-84987719466","Platov South-Russian State Polytechnic University| North-Caucasus Federal University","60070541| 60070958| 117359624","North Caucasus Federal University| Platov South-Russian State Polytechnic University (NPI)| Peak Resonance","Russian Federation","2208","Electrical and Electronic Engineering","Partial Discharges,Insulation,Power Transformers","297","Ice Formation,Flashover,Insulators","9357","74.967","87.096"
"Investigation of the raw materials’ composition and ratio influence on the structure and properties of the foamed slag glass","Yatsenko, E.A.| Goltsman, B.M.| Yatsenko, L.A.","3","7003335636| 57144398600| 57144069800","2016","Materials Science Forum","3.34","41","3","1.45","50","20","Yatsenko, E.A., Goltsman, B.M., Yatsenko, L.A. (2016).Investigation of the raw materials’ composition and ratio influence on the structure and properties of the foamed slag glass. Materials Science Forum,843183-188","https://www.scopus.com/record/display.url?eid=2-s2.0-84959288232&origin=resultslist","10.4028/www.scientific.net/MSF.843.183","Conference Paper","2-s2.0-84959288232","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2210| 2211| 2500| 3104","Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics","Glass,Glass Ceramics,Silicates","447","Glass Ceramics,Waste Glass,Cathode Ray Tubes","6701","60.107","94.701"
"Impact study of non-sinusoidal load parameters on real-power losses in 3-phase double-wound power transformers: Method of constant coefficients","Kostinskiy, S.| Troitskiy, A.","2","57191409967| 57191406074","2017","Journal of Engineering and Applied Sciences","1.53","31","3","0.54","46","45","Kostinskiy, S., Troitskiy, A. (2017).Impact study of non-sinusoidal load parameters on real-power losses in 3-phase double-wound power transformers: Method of constant coefficients. Journal of Engineering and Applied Sciences,12(20) 5058-5068","https://www.scopus.com/record/display.url?eid=2-s2.0-85034951917&origin=resultslist","10.3923/jeasci.2017.5058.5068","Article","2-s2.0-85034951917","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2200","General Engineering","Land Use,Models,Rural Areas","558","Circular Migration,Impact Studies,Libya","85213","64.659","38.177"
